mca_preliminary_rank,company_name,latest_financial_year,total_wash_spend_crore,total_water_spend_crore,total_sanitation_spend_crore,states,nse_annual_report_status,bse_disclosure_status,csr_policy_status,brsr_status,latest_document_year,document_url,retrieved_on,ai_analysis_status
130,KOHLER INDIA CORPORATION PRIVATE LIMITED,FY2024-25,1.8220202,0.705255,1.1167652,"Delhi, Gujarat, Haryana, Pan India, Rajasthan",PENDING,PENDING,PENDING,PENDING,,,,PENDING
131,AKAMAI TECHNOLOGIES INDIA PRIVATE LIMITED,FY2024-25,5.5733537,5.5733537,0.0,"Karnataka, Tamil Nadu",PENDING,PENDING,PENDING,PENDING,,,,PENDING
132,NATIONAL STOCK EXCHANGE OF INDIA LTD.,FY2022-23,59.3178331,5.6332152,53.6846179,"Jharkhand, Kerala, Madhya Pradesh, Maharashtra, Pan India, Rajasthan, Tamil Nadu, West Bengal",PENDING,PENDING,PENDING,PENDING,,,,PENDING
133,HYUNDAI MOTOR INDIA LIMITED,FY2024-25,5.2391546,5.09395,0.1452046,"Madhya Pradesh, Maharashtra, Tamil Nadu",PENDING,PENDING,PENDING,PENDING,,,,PENDING
134,EASTERN COALFIELDS LTD,FY2023-24,2.9873177,2.0605408,0.9267769,"Nec/Not Mentioned, West Bengal",PENDING,PENDING,PENDING,PENDING,,,,PENDING
135,S G S INDIA PRIVATE LIMITED,FY2023-24,2.7984718,2.5484718,0.25,"Haryana, Karnataka, Maharashtra, Pan India",PENDING,PENDING,PENDING,PENDING,,,,PENDING
136,MAZAGON DOCK SHIPBUILDERS LIMITED,FY2024-25,12.74185847,0.2,12.54185847,"Madhya Pradesh, Maharashtra, Pan India",PENDING,PENDING,PENDING,PENDING,,,,PENDING
137,THE FEDERAL BANK LTD,FY2024-25,1.5541341,0.7338020000000001,0.8203321,"Assam, Bihar, Haryana, Himachal Pradesh, Jharkhand, Karnataka, Kerala, Madhya Pradesh, Maharashtra, Meghalaya, Nagaland, Odisha, Punjab, Tamil Nadu, Tripura, Uttar Pradesh, West Bengal",PENDING,PENDING,PENDING,PENDING,,,,PENDING
138,OPTIMUS DRUGS PRIVATE LIMITED,FY2024-25,1.3451719,0.9961621,0.3490098,"Andhra Pradesh, Telangana",PENDING,PENDING,PENDING,PENDING,,,,PENDING
139,INTERGLOBE AIR TRANSPORT LIMITED,FY2024-25,2.4850513,0.3900513,2.095,"Haryana, Odisha, Rajasthan",PENDING,PENDING,PENDING,PENDING,,,,PENDING
140,HETERO DRUGS LIMITED,FY2024-25,1.2369507,1.2369507,0.0,Telangana,PENDING,PENDING,PENDING,PENDING,,,,PENDING
141,BHUBANESWARI COAL MINING LIMITED,FY2024-25,1.231944591,1.231944591,0.0,Odisha,PENDING,PENDING,PENDING,PENDING,,,,PENDING
142,AU SMALL FINANCE BANK LIMITED,FY2024-25,1.2982061,1.0282061,0.27,"Pan India, Rajasthan",PENDING,PENDING,PENDING,PENDING,,,,PENDING
143,JSW HYDRO ENERGY LIMITED,FY2024-25,1.4577068,0.7676638,0.690043,Himachal Pradesh,PENDING,PENDING,PENDING,PENDING,,,,PENDING
144,NICHINO INDIA PRIVATE LIMITED,FY2024-25,1.19868,1.19868,0.0,"Andhra Pradesh, Karnataka, Pan India, Tamil Nadu, Telangana",PENDING,PENDING,PENDING,PENDING,,,,PENDING
145,JHAJJAR POWER LIMITED.,FY2024-25,2.3232101,0.3822911,1.940919,Haryana,PENDING,PENDING,PENDING,PENDING,,,,PENDING
146,DEV SALT PRIVATE LIMITED,FY2024-25,1.174288,1.174288,0.0,Gujarat,PENDING,PENDING,PENDING,PENDING,,,,PENDING
147,NSE CLEARING LIMITED,FY2022-23,14.7864333,4.6950486,10.0913847,"Jharkhand, Kerala, Madhya Pradesh, Maharashtra, Pan India, Rajasthan, Tamil Nadu, West Bengal",PENDING,PENDING,PENDING,PENDING,,,,PENDING
148,MRF LIMITED,FY2024-25,1.3820888999999998,0.7275834,0.6545055,"Goa, Puducherry, Tamil Nadu, Telangana",PENDING,PENDING,PENDING,PENDING,,,,PENDING
149,RADICO KHAITAN LIMITED,FY2024-25,3.570853,0.252153,3.3187,Uttar Pradesh,PENDING,PENDING,PENDING,PENDING,,,,PENDING
150,KAMARAJAR PORT LIMITED,FY2024-25,5.3601809,1.657,3.7031809,Tamil Nadu,PENDING,PENDING,PENDING,PENDING,,,,PENDING
151,BA CONTINUUM INDIA PRIVATE LIMITED,FY2022-23,10.8840616,5.654999999999999,5.2290616,"Delhi, Haryana, Pan India",PENDING,PENDING,PENDING,PENDING,,,,PENDING
152,SAPTAGIR CAMPHOR PRIVATE LIMITED,FY2024-25,1.1249774,1.1249774,0.0,"Andhra Pradesh, Telangana",PENDING,PENDING,PENDING,PENDING,,,,PENDING
153,GUJARAT INDUSTRIES POWER COMPANY LTD.,FY2024-25,2.6831232,0.2851246,2.3979986,Gujarat,PENDING,PENDING,PENDING,PENDING,,,,PENDING
154,COAL INDIA LTD GOVT OF INDIA UNDERTAKING,FY2022-23,8.690328000000001,4.9181,3.772228,"Arunachal Pradesh, Delhi, Jammu And Kashmir, Jharkhand, Madhya Pradesh, Uttar Pradesh, West Bengal",PENDING,PENDING,PENDING,PENDING,,,,PENDING
155,LEE PHARMA LIMITED,FY2024-25,1.0840606,1.0840606,0.0,Telangana,PENDING,PENDING,PENDING,PENDING,,,,PENDING
156,RE SUSTAINABILITY IWM SOLUTIONS LIMITED,FY2024-25,1.0988465,0.9905117,0.1083348,"Karnataka, Rajasthan, Tamil Nadu, Telangana, West Bengal",PENDING,PENDING,PENDING,PENDING,,,,PENDING
157,THE SINGARENI COLLIERIES COMPANY LIMITED,FY2024-25,1.1150771,0.9031958,0.2118813,Telangana,PENDING,PENDING,PENDING,PENDING,,,,PENDING
158,MARICO LIMITED,FY2024-25,3.2407135,2.56,0.6807135,Pan India,PENDING,PENDING,PENDING,PENDING,,,,PENDING
159,J. K. CEMENT LIMITED.,FY2024-25,1.0549799,0.9538203,0.1011595999999999,"Delhi, Haryana, Madhya Pradesh, Rajasthan",PENDING,PENDING,PENDING,PENDING,,,,PENDING
160,TEXAS INSTRUMENTS (INDIA) PRIVATE LIMITED,FY2024-25,3.5988645,1.395,2.2038645,Karnataka,PENDING,PENDING,PENDING,PENDING,,,,PENDING
161,NAVA BHARAT ENERGY INDIA LIMITED,FY2024-25,1.0998,0.7519,0.3479,Telangana,PENDING,PENDING,PENDING,PENDING,,,,PENDING
162,STAR CHEMICALS (BOMBAY) PRIVATE LIMITED,FY2024-25,1.05,0.83,0.22,"Gujarat, Tamil Nadu",PENDING,PENDING,PENDING,PENDING,,,,PENDING
163,NABSAMRUDDHI FINANCE LIMITED,FY2024-25,1.028170998,0.885107398,0.1430636,"Bihar, Maharashtra, Rajasthan, Uttar Pradesh",PENDING,PENDING,PENDING,PENDING,,,,PENDING
164,JINDAL SAW LIMITED,FY2024-25,27.030951473,0.1155173,26.915434173,"Andhra Pradesh, Gujarat, Karnataka, Rajasthan, Uttar Pradesh",PENDING,PENDING,PENDING,PENDING,,,,PENDING
165,ION EXCHANGE (INDIA) LIMITED,FY2024-25,1.1173519,0.6894386,0.4279133,"Chhattisgarh, Delhi, Goa, Gujarat, Karnataka, Kerala, Maharashtra, Punjab, Rajasthan, Tamil Nadu, Telangana",PENDING,PENDING,PENDING,PENDING,,,,PENDING
166,GUJARAT ALKALIES AND CHEMICALS LIMITED,FY2023-24,1.8593173,1.6347683,0.224549,Gujarat,PENDING,PENDING,PENDING,PENDING,,,,PENDING
167,KAJARIA CERAMICS LIMITED,FY2024-25,12.1166926,0.1217,11.9949926,"Andhra Pradesh, Delhi, Pan India, Rajasthan, Uttar Pradesh",PENDING,PENDING,PENDING,PENDING,,,,PENDING
168,NACL INDUSTRIES LIMITED,FY2024-25,2.5064,2.5064,0.0,Andhra Pradesh,PENDING,PENDING,PENDING,PENDING,,,,PENDING
169,INDIAN METALS AND FERRO ALLOYS LTD.,FY2024-25,1.1583145,0.5305434,0.6277711,Odisha,PENDING,PENDING,PENDING,PENDING,,,,PENDING
170,AMBUJA CEMENTS LIMITED,FY2023-24,19.31,5.0,14.31,"Andhra Pradesh, Gujarat, Punjab, Rajasthan",PENDING,PENDING,PENDING,PENDING,,,,PENDING
171,THE SUPREME INDUSTRIES LIMITED,FY2024-25,6.9137,0.1371,6.7766,"Gujarat, Maharashtra, Pan India, Rajasthan",PENDING,PENDING,PENDING,PENDING,,,,PENDING
172,NLC TAMIL NADU POWER LIMITED,FY2024-25,2.42115,0.2268,2.19435,Tamil Nadu,PENDING,PENDING,PENDING,PENDING,,,,PENDING
173,PETRONET MHB LIMITED,FY2024-25,3.5154241,0.1732,3.3422241,Karnataka,PENDING,PENDING,PENDING,PENDING,,,,PENDING
174,FINOVA CAPITAL PRIVATE LIMITED,FY2024-25,0.934681768,0.814210668,0.1204711,"Madhya Pradesh, Pan India, Rajasthan, Uttar Pradesh",PENDING,PENDING,PENDING,PENDING,,,,PENDING
175,DCB BANK LIMITED,FY2023-24,1.7485679,1.1374754,0.6110925,"Andhra Pradesh, Bihar, Delhi, Gujarat, Maharashtra, Pan India, Punjab, Rajasthan, Tamil Nadu, Telangana, West Bengal",PENDING,PENDING,PENDING,PENDING,,,,PENDING
176,SRI KUMARASWAMY MINERAL EXPORTS PRIVATE LIMITED,FY2024-25,0.92713,0.7341326,0.1929974,Karnataka,PENDING,PENDING,PENDING,PENDING,,,,PENDING
177,CALDERYS INDIA REFRACTORIES LIMITED,FY2024-25,0.9754,0.6398999999999999,0.3355,"Maharashtra, Odisha",PENDING,PENDING,PENDING,PENDING,,,,PENDING
178,RANE (MADRAS) LIMITED,FY2024-25,2.0764985,2.0628485,0.01365,"Puducherry, Tamil Nadu",PENDING,PENDING,PENDING,PENDING,,,,PENDING
179,JSW JAIGARH PORT LIMITED,FY2024-25,1.680223551,0.28,1.4002235509999998,"Maharashtra, Odisha",PENDING,PENDING,PENDING,PENDING,,,,PENDING
180,BHARAT ALUMINIUM CO LTD,FY2024-25,0.8865421,0.734888,0.1516541,Chhattisgarh,PENDING,PENDING,PENDING,PENDING,,,,PENDING
181,PRODAIR AIR PRODUCTS INDIA PRIVATE LIMITED,FY2024-25,2.0473,1.9233,0.124,"Bihar, Gujarat, Kerala, Maharashtra",PENDING,PENDING,PENDING,PENDING,,,,PENDING
182,IFCI VENTURE CAPITAL FUNDS LIMITED,FY2024-25,1.4877553,0.3049236,1.1828317,"Haryana, Maharashtra, Pan India, Tamil Nadu, Uttar Pradesh, West Bengal",PENDING,PENDING,PENDING,PENDING,,,,PENDING
183,MAHARASHTRA STATE POWER GENERATION COMPANY LIMITED,FY2023-24,6.4512831,6.4512831,0.0,Maharashtra,PENDING,PENDING,PENDING,PENDING,,,,PENDING
184,HERE SOLUTIONS INDIA PRIVATE LIMITED,FY2024-25,1.8893785,0.24,1.6493785,Maharashtra,PENDING,PENDING,PENDING,PENDING,,,,PENDING
185,SHRI BAJRANG POWER AND ISPAT LIMITED,FY2024-25,0.839325277,0.839325277,0.0,Chhattisgarh,PENDING,PENDING,PENDING,PENDING,,,,PENDING
186,NAVA LIMITED,FY2024-25,0.8376,0.8326,0.005,"Odisha, Telangana",PENDING,PENDING,PENDING,PENDING,,,,PENDING
187,TIME TECHNOPLAST LIMITED,FY2022-23,2.9222572,2.7417572,0.1805,"Daman And Diu, Pan India",PENDING,PENDING,PENDING,PENDING,,,,PENDING
188,HAR PARSHAD AND COMPANY PRIVATE LIMITED,FY2024-25,0.809491,0.809491,0.0,Haryana,PENDING,PENDING,PENDING,PENDING,,,,PENDING
189,SJVN LIMITED,FY2023-24,6.8956671,3.0,3.8956671,"Arunachal Pradesh, Himachal Pradesh, Pan India",PENDING,PENDING,PENDING,PENDING,,,,PENDING
190,ADI MOHINI MOHAN KANJILAL MARKETING PRIVATE LIMITED,FY2024-25,0.865,0.63,0.235,West Bengal,PENDING,PENDING,PENDING,PENDING,,,,PENDING
191,STAHL INDIA PRIVATE LIMITED,FY2024-25,0.821807077,0.724052377,0.0977547,Tamil Nadu,PENDING,PENDING,PENDING,PENDING,,,,PENDING
192,THE KARNATAKA BANK LIMITED,FY2024-25,1.3166811,0.3066737,1.0100074,"Delhi, Karnataka, Kerala, Maharashtra, Meghalaya, Tamil Nadu",PENDING,PENDING,PENDING,PENDING,,,,PENDING
193,MEDREICH LIMITED,FY2024-25,0.7878000000000001,0.7732,0.0146,"Karnataka, Pan India",PENDING,PENDING,PENDING,PENDING,,,,PENDING
194,ATLAS COPCO (INDIA) LIMITED,FY2021-22,19.879,19.879,0.0,"Maharashtra, Telangana",PENDING,PENDING,PENDING,PENDING,,,,PENDING
195,PERNOD RICARD INDIA PRIVATE LIMITED,FY2021-22,20.959356,17.3532947,3.6060613,"Jharkhand, Maharashtra, Odisha, Pan India, Rajasthan",PENDING,PENDING,PENDING,PENDING,,,,PENDING
196,AISSHPRA COMPANY PRIVATE LIMITED,FY2024-25,1.8127938,1.7831937999999998,0.0296,Uttar Pradesh,PENDING,PENDING,PENDING,PENDING,,,,PENDING
197,ALFA LAVAL INDIA PRIVATE LIMITED,FY2024-25,2.6807291,0.6817291,1.999,"Maharashtra, Rajasthan, Tamil Nadu",PENDING,PENDING,PENDING,PENDING,,,,PENDING
198,INDIAN SYNTHETIC RUBBER PRIVATE LIMITED,FY2024-25,2.3024429,0.8668488,1.4355941,Haryana,PENDING,PENDING,PENDING,PENDING,,,,PENDING
199,VINATI ORGANICS LIMITED,FY2024-25,1.9278605,0.1986,1.7292605,Maharashtra,PENDING,PENDING,PENDING,PENDING,,,,PENDING
200,JINDAL INDUSTRIES PRIVATE LIMITED,FY2024-25,0.8106776,0.5985249,0.2121527,"Haryana, Maharashtra",PENDING,PENDING,PENDING,PENDING,,,,PENDING
201,INFINITE WATER SOLUTIONS PRIVATE LIMITED,FY2023-24,1.1709824,1.1709824,0.0,"Maharashtra, Pan India",PENDING,PENDING,PENDING,PENDING,,,,PENDING
202,IDFC FIRST BANK LIMITED,FY2023-24,3.846746157,0.248424795,3.598321362,"Maharashtra, Odisha",PENDING,PENDING,PENDING,PENDING,,,,PENDING
203,GAGAN FERROTECH LIMITED,FY2024-25,0.7741094,0.5630714,0.211038,West Bengal,PENDING,PENDING,PENDING,PENDING,,,,PENDING
204,ONGC TRIPURA POWER COMPANY LIMITED,FY2024-25,1.7740911,1.200755,0.5733361,Tripura,PENDING,PENDING,PENDING,PENDING,,,,PENDING
205,J.K. FENNER (INDIA) LIMITED,FY2024-25,0.9382267,0.4212612,0.5169655,"Pan India, Tamil Nadu, Telangana",PENDING,PENDING,PENDING,PENDING,,,,PENDING
206,PRISM JOHNSON LIMITED,FY2024-25,0.711692767,0.680061277,0.03163149,"Karnataka, Madhya Pradesh, Maharashtra",PENDING,PENDING,PENDING,PENDING,,,,PENDING
207,HONOUR LAB LIMITED,FY2024-25,0.8834270999999999,0.4072899999999999,0.4761371,"Andhra Pradesh, Maharashtra, Telangana",PENDING,PENDING,PENDING,PENDING,,,,PENDING
208,TECHFAB (INDIA) INDUSTRIES LIMITED,FY2024-25,0.7021507,0.6995547,0.002596,Dadra & Nagar Haveli,PENDING,PENDING,PENDING,PENDING,,,,PENDING
209,ADITYA BIRLA FASHION AND RETAIL LIMITED,FY2024-25,1.7516410000000002,0.97,0.781641,"Andhra Pradesh, Karnataka, Maharashtra, Odisha, Pan India",PENDING,PENDING,PENDING,PENDING,,,,PENDING
210,TATA POWER RENEWABLE ENERGY LIMITED,FY2024-25,6.8758357000000005,6.8758357000000005,0.0,"Gujarat, Karnataka, Maharashtra",PENDING,PENDING,PENDING,PENDING,,,,PENDING
211,PNB HOUSING FINANCE LIMITED,FY2023-24,3.825978,1.96774,1.858238,"Haryana, Kerala, Pan India, Rajasthan",PENDING,PENDING,PENDING,PENDING,,,,PENDING
212,DURAVIT INDIA PRIVATE LIMITED,FY2024-25,1.4742066,0.1977747,1.2764319,Gujarat,PENDING,PENDING,PENDING,PENDING,,,,PENDING
213,MANGALORE CHEMICALS AND FERTILISERS LIMITED,FY2024-25,1.2618967,0.2249,1.0369967,Karnataka,PENDING,PENDING,PENDING,PENDING,,,,PENDING
214,ASANSOL BOTTLING & PACKAGING CO PRIVATE LIMITED,FY2024-25,0.68725304,0.68725304,0.0,West Bengal,PENDING,PENDING,PENDING,PENDING,,,,PENDING
215,TATA STEEL LONG PRODUCTS LIMITED,FY2022-23,2.238911,1.2999915,0.9389195,"Jharkhand, Odisha",PENDING,PENDING,PENDING,PENDING,,,,PENDING
216,ADAMA INDIA PRIVATE LIMITED,FY2022-23,1.9374529,1.9374529,0.0,"Andhra Pradesh, Bihar, Gujarat, Karnataka, Madhya Pradesh, Maharashtra, Rajasthan, Tamil Nadu, Telangana, Uttar Pradesh, West Bengal",PENDING,PENDING,PENDING,PENDING,,,,PENDING
217,SHALINA LABORATORIES PRIVATE LIMITED,FY2024-25,0.7007488,0.5652946999999999,0.1354541,Maharashtra,PENDING,PENDING,PENDING,PENDING,,,,PENDING
218,PHARMAZELL (INDIA) PRIVATE LIMITED,FY2024-25,0.7786579,0.4309921,0.3476658,"Andhra Pradesh, Tamil Nadu",PENDING,PENDING,PENDING,PENDING,,,,PENDING
219,KURIAN ABRAHAM PRIVATE LIMITED,FY2023-24,1.1006949,0.764397,0.3362979,Tamil Nadu,PENDING,PENDING,PENDING,PENDING,,,,PENDING
220,DESICCANT ROTORS INTERNATIONAL PRIVATE LIMITED,FY2024-25,0.6872811,0.5616305,0.1256506,"Haryana, Rajasthan",PENDING,PENDING,PENDING,PENDING,,,,PENDING
221,THE KARUR VYSYA BANK LIMITED,FY2024-25,1.02616845,0.2547282,0.7714402499999999,"Andhra Pradesh, Tamil Nadu, Telangana",PENDING,PENDING,PENDING,PENDING,,,,PENDING
222,NSE INDICES LIMITED,FY2023-24,2.0355788,0.2940609,1.7415179,"Jharkhand, Kerala, Madhya Pradesh, Maharashtra, Pan India, Rajasthan, Tamil Nadu, West Bengal",PENDING,PENDING,PENDING,PENDING,,,,PENDING
223,NEULAND LABORATORIES LTD.,FY2024-25,1.25491015,1.25491015,0.0,Telangana,PENDING,PENDING,PENDING,PENDING,,,,PENDING
224,PATEL ENGINEERING LIMITED,FY2024-25,1.2533759999999998,1.203376,0.05,"Arunachal Pradesh, Himachal Pradesh, Jammu And Kashmir, Maharashtra, Tamil Nadu",PENDING,PENDING,PENDING,PENDING,,,,PENDING
225,TOYOTA KIRLOSKAR MOTOR PRIVATE LIMITED,FY2024-25,12.46284,1.10684,11.356,Karnataka,PENDING,PENDING,PENDING,PENDING,,,,PENDING
226,TRL KROSAKI REFRACTORIES LIMITED,FY2024-25,0.8314408999999999,0.3255249,0.505916,Odisha,PENDING,PENDING,PENDING,PENDING,,,,PENDING
227,THE SOUTH INDIAN BANK LIMITED,FY2024-25,1.6558230310000002,0.5621341,1.093688931,"Karnataka, Kerala, Meghalaya, Tamil Nadu, Telangana, Tripura",PENDING,PENDING,PENDING,PENDING,,,,PENDING
228,INDIA GLYCOLS LIMITED,FY2024-25,0.610657,0.610657,0.0,"Uttar Pradesh, Uttarakhand",PENDING,PENDING,PENDING,PENDING,,,,PENDING
229,THE WEST BENGAL POWER DEVELOPMENT CORPORATION LIMITED,FY2024-25,0.6449255,0.5123255,0.1326,"Jharkhand, West Bengal",PENDING,PENDING,PENDING,PENDING,,,,PENDING
230,INDIA TRADE PROMOTION ORGANISATION,FY2024-25,4.080010667,2.5800106670000003,1.5,"Delhi, Pan India",PENDING,PENDING,PENDING,PENDING,,,,PENDING
231,CHEMFAB ALKALIS LIMITED,FY2024-25,0.6312733,0.5312733000000001,0.1,Puducherry,PENDING,PENDING,PENDING,PENDING,,,,PENDING
232,AGROCEL INDUSTRIES PRIVATE LIMITED,FY2022-23,2.853,0.4961,2.3569,Gujarat,PENDING,PENDING,PENDING,PENDING,,,,PENDING
233,BHARATHI CEMENT CORPORATION PRIVATE LIMITED,FY2023-24,2.5278297000000003,1.3880297,1.1398,Andhra Pradesh,PENDING,PENDING,PENDING,PENDING,,,,PENDING
234,ECGC LIMITED,FY2024-25,1.281037699,0.16,1.121037699,"Arunachal Pradesh, Delhi, Maharashtra, West Bengal",PENDING,PENDING,PENDING,PENDING,,,,PENDING
235,BLUE DART EXPRESS LIMITED,FY2024-25,3.4288142,3.4288142,0.0,Maharashtra,PENDING,PENDING,PENDING,PENDING,,,,PENDING
236,NATIONAL SCHEDULED CASTES FINANCE AND DEVELOPMENT CORPORATION,FY2024-25,1.1109883,0.1813043,0.929684,"Delhi, Jharkhand, Madhya Pradesh, Maharashtra, Pan India, Punjab, Rajasthan, Uttar Pradesh",PENDING,PENDING,PENDING,PENDING,,,,PENDING
237,RELIANCE INDUSTRIES LIMITED,FY2023-24,63.1405181,63.1405181,0.0,Pan India,PENDING,PENDING,PENDING,PENDING,,,,PENDING
238,BAYER VAPI PRIVATE LIMITED,FY2024-25,3.2082075,3.2082075,0.0,Gujarat,PENDING,PENDING,PENDING,PENDING,,,,PENDING
239,MAGADH SUGAR & ENERGY LIMITED,FY2024-25,0.678013522,0.394038522,0.283975,Bihar,PENDING,PENDING,PENDING,PENDING,,,,PENDING
240,BRY- AIR (ASIA) PRIVATE LIMITED,FY2024-25,0.7077904,0.3464771,0.3613133,"Delhi, Haryana, Rajasthan",PENDING,PENDING,PENDING,PENDING,,,,PENDING
241,MYTHRI INFRASTRUCTURE AND MINING INDIA PRIVATE LIMITED,FY2024-25,0.5844857,0.5532031,0.0312826,"Andhra Pradesh, Odisha",PENDING,PENDING,PENDING,PENDING,,,,PENDING
242,TITAN ENGINEERING & AUTOMATION LIMITED,FY2024-25,2.309204775,0.31,1.999204775,Tamil Nadu,PENDING,PENDING,PENDING,PENDING,,,,PENDING
243,MANN AND HUMMEL FILTER PRIVATE LIMITED,FY2024-25,0.5713069,0.5713069,0.0,Karnataka,PENDING,PENDING,PENDING,PENDING,,,,PENDING
244,ANJANEY FERRO ALLOYS LTD.,FY2023-24,0.842327617,0.772327617,0.07,Jharkhand,PENDING,PENDING,PENDING,PENDING,,,,PENDING
245,INDIANOIL ADANI VENTURES LIMITED,FY2024-25,0.6097726,0.4772672,0.1325054,"Chhattisgarh, Maharashtra, Odisha",PENDING,PENDING,PENDING,PENDING,,,,PENDING
246,ANTRIX CORPORATION LIMITED,FY2021-22,5.885868,0.923868,4.962,"Andhra Pradesh, Arunachal Pradesh, Karnataka, Kerala, Meghalaya, Rajasthan, Tamil Nadu",PENDING,PENDING,PENDING,PENDING,,,,PENDING
247,FINOLEX CABLES LIMITED,FY2023-24,0.8424312,0.7332644,0.1091668,"Maharashtra, Uttarakhand",PENDING,PENDING,PENDING,PENDING,,,,PENDING
248,SPECTRUM ETHERS PRIVATE LIMITED,FY2024-25,0.609568137,0.458860537,0.1507076,Maharashtra,PENDING,PENDING,PENDING,PENDING,,,,PENDING
249,VA TECH WABAG LIMITED,FY2022-23,2.6383,0.4141,2.2242,"Andhra Pradesh, Delhi, Karnataka, Tamil Nadu, Telangana, Uttarakhand, West Bengal",PENDING,PENDING,PENDING,PENDING,,,,PENDING
250,SUNDRAM FASTENERS LIMITED,FY2024-25,1.37,0.5,0.87,Tamil Nadu,PENDING,PENDING,PENDING,PENDING,,,,PENDING
251,MAHINDRA RURAL HOUSING FINANCE LIMITED,FY2022-23,3.0065321000000003,0.3606921,2.64584,"Maharashtra, Pan India, Tamil Nadu",PENDING,PENDING,PENDING,PENDING,,,,PENDING
252,CALIBRE CHEMICALS PRIVATE LIMITED,FY2024-25,0.73449,0.2739999,0.4604901,Gujarat,PENDING,PENDING,PENDING,PENDING,,,,PENDING
253,EXIDE INDUSTRIES LIMITED,FY2021-22,12.61,0.49,12.12,"Haryana, Maharashtra, Pan India, Tamil Nadu, West Bengal",PENDING,PENDING,PENDING,PENDING,,,,PENDING
254,THE ANDHRA SUGARS LIMITED,FY2024-25,0.6692562,0.3242562,0.345,Andhra Pradesh,PENDING,PENDING,PENDING,PENDING,,,,PENDING
255,MAHARASHTRA ENVIRO POWER LIMITED,FY2024-25,0.5160543,0.5160543,0.0,Maharashtra,PENDING,PENDING,PENDING,PENDING,,,,PENDING
256,SRI DURGA CONDEV PRIVATE LIMITED,FY2022-23,1.1824819,1.1824819,0.0,Odisha,PENDING,PENDING,PENDING,PENDING,,,,PENDING
257,PRIVI SPECIALITY CHEMICALS LIMITED,FY2024-25,0.9424,0.8758,0.0666,"Gujarat, Maharashtra",PENDING,PENDING,PENDING,PENDING,,,,PENDING
258,BHOOMI RESOURCES PRIVATE LIMITED,FY2024-25,0.5551956,0.4551956,0.1,"Karnataka, Maharashtra",PENDING,PENDING,PENDING,PENDING,,,,PENDING
259,INDRAPRASTHA GAS LIMITED,FY2024-25,4.833769,0.049875,4.783894,"Delhi, Haryana, Rajasthan, Uttarakhand",PENDING,PENDING,PENDING,PENDING,,,,PENDING
260,KEMIN INDUSTRIES SOUTH ASIA PRIVATE LIMITED,FY2024-25,0.8598706,0.1853404,0.6745302,Tamil Nadu,PENDING,PENDING,PENDING,PENDING,,,,PENDING
261,ASI INDUSTRIES LIMITED,FY2024-25,0.5157254,0.4948254,0.0209,Rajasthan,PENDING,PENDING,PENDING,PENDING,,,,PENDING
262,NSE DATA & ANALYTICS LIMITED,FY2023-24,1.3741874,0.2372766,1.1369108,"Jharkhand, Kerala, Madhya Pradesh, Maharashtra, Pan India, Rajasthan, Tamil Nadu, West Bengal",PENDING,PENDING,PENDING,PENDING,,,,PENDING
263,UNITED STATES PHARMACOPEIA - INDIA PRIVATE LIMITED,FY2024-25,0.5011751999999999,0.5011751999999999,0.0,Telangana,PENDING,PENDING,PENDING,PENDING,,,,PENDING
264,ODISHA POWER GENERATION CORPORATION LIMITED,FY2024-25,2.1269267,2.1269267,0.0,Odisha,PENDING,PENDING,PENDING,PENDING,,,,PENDING
265,KOMATSU INDIA PRIVATE LIMITED,FY2024-25,2.141323774,1.976564174,0.1647596,"Maharashtra, Tamil Nadu",PENDING,PENDING,PENDING,PENDING,,,,PENDING
266,SOLARA ACTIVE PHARMA SCIENCES LIMITED,FY2023-24,2.1406557,0.608,1.5326556999999998,"Pan India, Puducherry",PENDING,PENDING,PENDING,PENDING,,,,PENDING
267,NOSCH LABS PRIVATE LIMITED,FY2024-25,1.4446016000000002,0.0929516,1.35165,Telangana,PENDING,PENDING,PENDING,PENDING,,,,PENDING
268,SASMOS HET TECHNOLOGIES LIMITED,FY2024-25,0.4974994,0.4974994,0.0,Karnataka,PENDING,PENDING,PENDING,PENDING,,,,PENDING
269,NETCRACKER TECHNOLOGY SOLUTIONS (INDIA) PRIVATE LIMITED,FY2024-25,0.8413,0.7713000000000001,0.07,"Haryana, Karnataka, Maharashtra, Telangana",PENDING,PENDING,PENDING,PENDING,,,,PENDING
270,ASTRAL LIMITED,FY2024-25,1.0690457,0.4390064999999999,0.6300391999999999,"Gujarat, Maharashtra",PENDING,PENDING,PENDING,PENDING,,,,PENDING
271,MB POWER (MADHYA PRADESH) LIMITED,FY2024-25,1.9043137,1.9043137,0.0,"Madhya Pradesh, Uttar Pradesh",PENDING,PENDING,PENDING,PENDING,,,,PENDING
272,S.J.S. ENTERPRISES LIMITED,FY2024-25,0.8273249,0.1544033,0.6729216,Karnataka,PENDING,PENDING,PENDING,PENDING,,,,PENDING
273,ODISHA COAL AND POWER LIMITED,FY2024-25,0.653266,0.2393007999999999,0.4139652,Odisha,PENDING,PENDING,PENDING,PENDING,,,,PENDING
274,SUTLEJ TEXTILES AND INDUSTRIES LIMITED,FY2023-24,5.3955,5.3259,0.0696,"Himachal Pradesh, Jammu And Kashmir, Madhya Pradesh, Rajasthan",PENDING,PENDING,PENDING,PENDING,,,,PENDING
