Company Name,Financial Year,PSU/Non-PSU,CSR State,CSR Development Sector,CSR Sub Development Sector,Project Amount Spent (In INR Cr.)
NSE CLEARING LIMITED,FY 2022-23,Non-PSU,Rajasthan,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0409297
NSE CLEARING LIMITED,FY 2022-23,Non-PSU,Rajasthan,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.004415
NSE CLEARING LIMITED,FY 2022-23,Non-PSU,Rajasthan,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1420805
NSE CLEARING LIMITED,FY 2022-23,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0372511
NSE CLEARING LIMITED,FY 2022-23,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0255241
NSE CLEARING LIMITED,FY 2022-23,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.002979
NSE CLEARING LIMITED,FY 2022-23,Non-PSU,Rajasthan,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0156949
NSE CLEARING LIMITED,FY 2022-23,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0115456
NSE CLEARING LIMITED,FY 2022-23,Non-PSU,Jharkhand,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0311768
NSE CLEARING LIMITED,FY 2022-23,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.009943
NSE CLEARING LIMITED,FY 2022-23,Non-PSU,Madhya Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0121618
NSE CLEARING LIMITED,FY 2022-23,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0074906
NSE CLEARING LIMITED,FY 2022-23,Non-PSU,Rajasthan,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0041257
KALYANI TECHNOFORGE LIMITED,FY 2022-23,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.3275687
KONKAN LNG LIMITED,FY 2022-23,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
LOUIS DREYFUS COMPANY INDIA PRIVATE LIMITED,FY 2022-23,Non-PSU,Karnataka,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.015924
SURYADEV ALLOYS AND POWER PRIVATE LIMITED,FY 2022-23,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.05
JAKSON LIMITED,FY 2022-23,Non-PSU,West Bengal,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.000394
AIR WATER INDIA PRIVATE LIMITED,FY 2022-23,Non-PSU,West Bengal,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.12
THDC INDIA LIMITED,FY 2022-23,PSU,Uttarakhand,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0563
THDC INDIA LIMITED,FY 2022-23,PSU,Uttarakhand,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.02
THDC INDIA LIMITED,FY 2022-23,PSU,Uttarakhand,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0954
THDC INDIA LIMITED,FY 2022-23,PSU,Uttarakhand,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0416
THDC INDIA LIMITED,FY 2022-23,PSU,Uttarakhand,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.04
THDC INDIA LIMITED,FY 2022-23,PSU,Uttarakhand,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0059
THDC INDIA LIMITED,FY 2022-23,PSU,Uttarakhand,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0024
THDC INDIA LIMITED,FY 2022-23,PSU,Uttarakhand,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0205
THDC INDIA LIMITED,FY 2022-23,PSU,Uttarakhand,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1325
THDC INDIA LIMITED,FY 2022-23,PSU,Uttarakhand,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0233
THDC INDIA LIMITED,FY 2022-23,PSU,Bihar,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.05
THDC INDIA LIMITED,FY 2022-23,PSU,Uttarakhand,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0059
MARELLI MOTHERSON AUTOMOTIVE LIGHTING INDIA PRIVATE LIMITED,FY 2022-23,Non-PSU,Haryana,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1694
FALCON MARINE EXPORTS LIMITED,FY 2022-23,Non-PSU,Odisha,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.05
FALCON MARINE EXPORTS LIMITED,FY 2022-23,Non-PSU,Odisha,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0468
KAJARIA CERAMICS LIMITED,FY 2022-23,Non-PSU,Uttar Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.3218339
KAJARIA CERAMICS LIMITED,FY 2022-23,Non-PSU,Rajasthan,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",1.1186626
KAJARIA CERAMICS LIMITED,FY 2022-23,Non-PSU,Rajasthan,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.4322934
KAJARIA CERAMICS LIMITED,FY 2022-23,Non-PSU,Andhra Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.3880251
KAJARIA CERAMICS LIMITED,FY 2022-23,Non-PSU,Delhi,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1061776
CHAMAN LAL SETIA EXPORTS LIMITED,FY 2022-23,Non-PSU,Haryana,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
CHAMAN LAL SETIA EXPORTS LIMITED,FY 2022-23,Non-PSU,Haryana,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
CHAMAN LAL SETIA EXPORTS LIMITED,FY 2022-23,Non-PSU,PAN India,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
CHAMAN LAL SETIA EXPORTS LIMITED,FY 2022-23,Non-PSU,PAN India,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
CHAMAN LAL SETIA EXPORTS LIMITED,FY 2022-23,Non-PSU,Punjab,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0007
Eisai Pharmaceuticals India Private Limited,FY 2022-23,Non-PSU,Andhra Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.046
JAY JAY MILLS INDIA PRIVATE LIMITED,FY 2022-23,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1674118
JAY JAY MILLS INDIA PRIVATE LIMITED,FY 2022-23,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0021821
SAFEXPRESS PRIVATE LIMITED,FY 2022-23,Non-PSU,PAN India,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",1.860097
GRB DAIRY FOODS PRIVATE LIMITED,FY 2022-23,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0065495
GRB DAIRY FOODS PRIVATE LIMITED,FY 2022-23,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.035
POLYONE POLYMERS INDIA PRIVATE LIMITED,FY 2022-23,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1774262
IFGL REFRACTORIES LIMITED,FY 2022-23,Non-PSU,Odisha,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0128696
IFGL REFRACTORIES LIMITED,FY 2022-23,Non-PSU,Odisha,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.00038
RICHA GLOBAL EXPORTS PRIVATE LIMITED,FY 2022-23,Non-PSU,Haryana,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.05
RICHA GLOBAL EXPORTS PRIVATE LIMITED,FY 2022-23,Non-PSU,Haryana,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0025
BHAGYANAGAR GAS LIMITED,FY 2022-23,Non-PSU,Telangana,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0745
HAFELE INDIA PRIVATE LIMITED,FY 2022-23,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.232704
VITAL THERAPEUTICS PRIVATE LIMITED,FY 2022-23,Non-PSU,Telangana,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",1e-07
CIE ALUMINIUM CASTING INDIA LIMITED,FY 2022-23,Non-PSU,PAN India,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0472
ARENE LIFE SCIENCES PRIVATE LIMITED,FY 2022-23,Non-PSU,Telangana,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.01
SREE BEHARIJI MILLS PRIVATE LIMITED,FY 2022-23,Non-PSU,Bihar,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0055401
SHAILY ENGINEERING PLASTICS LIMITED,FY 2022-23,Non-PSU,Gujarat,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.012
SHAILY ENGINEERING PLASTICS LIMITED,FY 2022-23,Non-PSU,Gujarat,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.012
KHARAGPUR METAL REFORMING INDUSTRIES PVT  LTD,FY 2022-23,Non-PSU,West Bengal,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.01
CENTRAL U.P. GAS LIMITED,FY 2022-23,Non-PSU,Uttar Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.05
CENTRAL U.P. GAS LIMITED,FY 2022-23,Non-PSU,Uttar Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.17346
CENTRAL U.P. GAS LIMITED,FY 2022-23,Non-PSU,Uttar Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0607
TIRUMALA MILK PRODUCTS PRIVATE LIMITED,FY 2022-23,Non-PSU,Andhra Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0324999
TIRUMALA MILK PRODUCTS PRIVATE LIMITED,FY 2022-23,Non-PSU,Andhra Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0075
SK FINANCE LIMITED,FY 2022-23,Non-PSU,Rajasthan,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.19125
NABSAMRUDDHI FINANCE LIMITED,FY 2022-23,Non-PSU,Bihar,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
NABSAMRUDDHI FINANCE LIMITED,FY 2022-23,Non-PSU,Uttar Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
RALSON (INDIA) LIMITED,FY 2022-23,Non-PSU,Punjab,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1559723
SAIL REFRACTORY COMPANY LIMITED,FY 2022-23,PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
GREENPANEL INDUSTRIES LIMITED,FY 2022-23,Non-PSU,Andhra Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0107
MAANAVEEYA DEVELOPMENT & FINANCE PRIVATE LIMITED,FY 2022-23,Non-PSU,Telangana,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1759
SHALINA LABORATORIES PRIVATE LIMITED,FY 2022-23,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0170521
SHALINA LABORATORIES PRIVATE LIMITED,FY 2022-23,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.01425
KALBURGI CEMENT PRIVATE LIMITED,FY 2022-23,Non-PSU,Karnataka,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2022806
KALBURGI CEMENT PRIVATE LIMITED,FY 2022-23,Non-PSU,Karnataka,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.02394
KALBURGI CEMENT PRIVATE LIMITED,FY 2022-23,Non-PSU,Karnataka,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1285625
KALBURGI CEMENT PRIVATE LIMITED,FY 2022-23,Non-PSU,Karnataka,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.00472
KALBURGI CEMENT PRIVATE LIMITED,FY 2022-23,Non-PSU,Karnataka,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.177
NATIONAL SCHEDULED CASTES FINANCE AND DEVELOPMENT CORPORATION,FY 2022-23,Non-PSU,Delhi,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.001234
NATIONAL SCHEDULED CASTES FINANCE AND DEVELOPMENT CORPORATION,FY 2022-23,Non-PSU,Rajasthan,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0365
NATIONAL SCHEDULED CASTES FINANCE AND DEVELOPMENT CORPORATION,FY 2022-23,Non-PSU,PAN India,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0919736
UNITED DRILLING TOOLS LIMITED,FY 2022-23,Non-PSU,Haryana,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0135
AVANTOR PERFORMANCE MATERIALS INDIA PRIVATE LIMITED,FY 2022-23,Non-PSU,Haryana,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0109527
GBC INFRASTRUCTURE PRIVATE LIMITED,FY 2022-23,Non-PSU,West Bengal,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",2.5e-06
CENTURY FLOUR MILLS PRIVATE LIMITED,FY 2022-23,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
VAMSI LABS LIMITED,FY 2022-23,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0273702
SUPREME PETROCHEM LIMITED,FY 2022-23,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.5255
VITAL THERAPEUTICS AND FORMULATIONS PRIVATE LIMITED,FY 2022-23,Non-PSU,Telangana,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0424306
RAKUTEN INDIA ENTERPRISE PRIVATE LIMITED,FY 2022-23,Non-PSU,Karnataka,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0027312
JKS INFRASTRUCTURE PRIVATE LIMITED,FY 2022-23,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.03
AJINOMOTO BIO-PHARMA SERVICES INDIA PRIVATE LIMITED,FY 2022-23,Non-PSU,Andhra Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0661675
JAGSON PAL PHARMACEUTICALS LIMITED.,FY 2022-23,Non-PSU,Haryana,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.149
SHRIRAM PISTONS & RINGS LIMITED,FY 2022-23,Non-PSU,Rajasthan,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0077954
SHRIRAM PISTONS & RINGS LIMITED,FY 2022-23,Non-PSU,Uttar Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0033218
MISHRA DHATU NIGAM LIMITED,FY 2022-23,PSU,Telangana,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1043398
MISHRA DHATU NIGAM LIMITED,FY 2022-23,PSU,Telangana,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0025
TEGA INDUSTRIES LIMITED,FY 2022-23,Non-PSU,West Bengal,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1184219
VARDHMAN SPECIAL STEELS LIMITED,FY 2022-23,Non-PSU,Punjab,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0269996
VASTU HOUSING FINANCE CORPORATION LIMITED,FY 2022-23,Non-PSU,Karnataka,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.15
OWARI PRECISION PRODUCTS (INDIA) PRIVATE  LIMITED,FY 2022-23,Non-PSU,Karnataka,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.023
OWARI PRECISION PRODUCTS (INDIA) PRIVATE  LIMITED,FY 2022-23,Non-PSU,Karnataka,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.032
OWARI PRECISION PRODUCTS (INDIA) PRIVATE  LIMITED,FY 2022-23,Non-PSU,Karnataka,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.006
VERSATILE ENTERPRISES PRIVATE LIMITED,FY 2022-23,Non-PSU,Punjab,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.021937
MIDLAND MICROFIN LIMITED,FY 2022-23,Non-PSU,PAN India,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2762965
PSPL STEEL PROCESSORS PRIVATE LIMITED,FY 2022-23,Non-PSU,West Bengal,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0218
SURYAAMBA SPINNING MILLS LIMITED,FY 2022-23,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0183906
NABFINS LIMITED,FY 2022-23,Non-PSU,Karnataka,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.15
NABFINS LIMITED,FY 2022-23,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
NABFINS LIMITED,FY 2022-23,Non-PSU,Karnataka,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
NABFINS LIMITED,FY 2022-23,Non-PSU,Karnataka,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.6332
S J IRON AND STEELS PVT LTD,FY 2022-23,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.01
OCWEN FINANCIAL SOLUTIONS PRIVATE LIMITED,FY 2022-23,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0752799
CALLISONS FLAVORS (INDIA) PRIVATE LIMITED,FY 2022-23,Non-PSU,Uttar Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0425
SICAGEN INDIA LIMITED,FY 2022-23,Non-PSU,Puducherry,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0525
MECGALE PNEUMATICS PRIVATE LIMITED,FY 2022-23,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0865
SAURYA URJA COMPANY OF RAJASTHAN LIMITED,FY 2022-23,Non-PSU,Rajasthan,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0235
CSG SYSTEMS INTERNATIONAL (INDIA) PRIVATE LIMITED,FY 2022-23,Non-PSU,Karnataka,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.01
CHADHA SUGARS AND INDUSTRIES PRIVATE LIMITED,FY 2022-23,Non-PSU,Punjab,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1021955
VIDYARANYA MULTISPECIALITY HOSPITAL PRIVATE LIMITED,FY 2022-23,Non-PSU,Karnataka,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.01
RAVASCO TRANSMISSION AND PACKING PRIVATE  LIMITED,FY 2022-23,Non-PSU,Gujarat,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.05595
