Company Name,Financial Year,PSU/Non-PSU,CSR State,CSR Development Sector,CSR Sub Development Sector,Project Amount Spent (In INR Cr.)
Mid Valley Health Care Services Private Limited,FY 2015-16,Non-PSU,PAN India,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.15
Tricon Infotech Private Limited,FY 2015-16,Non-PSU,Karnataka,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.03
Dynafusion Technologies Private Limited,FY 2015-16,Non-PSU,Karnataka,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.06
Capital One Services (India) Private Limited,FY 2015-16,Non-PSU,Karnataka,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.06
Nabard Financial Services Limited,FY 2015-16,Non-PSU,Karnataka,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.25
Max Life Insurance Company Limited,FY 2015-16,Non-PSU,PAN India,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",2.97
Kwality Milk Foods Limited,FY 2015-16,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
Metrohm India Limited,FY 2015-16,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1
Esaf Microfinance And Investments Private Limited,FY 2015-16,Non-PSU,Jharkhand,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.02
Aptus Value Housing Finance India Limited,FY 2015-16,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.01
Margadarsi Chits Private Limited,FY 2015-16,Non-PSU,Andhra Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.02
Margadarsi Chits Private Limited,FY 2015-16,Non-PSU,Telangana,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.01
Integra Software Services Private Limited,FY 2015-16,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
Sterling Software Private Limited,FY 2015-16,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.03
Repco Micro Finance Limited,FY 2015-16,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.03
Tamilnadu Trade Promotion Organisation,FY 2015-16,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.36
Power Grid Corporation Of India Limited,FY 2015-16,PSU,Bihar,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.07
Power Grid Corporation Of India Limited,FY 2015-16,PSU,Andhra Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.06
Tourism Finance Corporation Of India Limited,FY 2015-16,Non-PSU,Delhi,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
Indiabulls Housing Finance Limited,FY 2015-16,Non-PSU,Haryana,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2
Ifci Venture Capital Funds Limited,FY 2015-16,PSU,Uttar Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.05
Microsoft Research Lab India Private Limited,FY 2015-16,Non-PSU,Karnataka,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.17
Paramount Iron And Steel Works Private Limited,FY 2015-16,Non-PSU,Haryana,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.04
Housing And Urban Development Corporation Limited,FY 2015-16,PSU,Uttarakhand,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2
Housing And Urban Development Corporation Limited,FY 2015-16,PSU,PAN India,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.46
Nimbus India Limited,FY 2015-16,Non-PSU,Delhi,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.01
Nimbus India Limited,FY 2015-16,Non-PSU,Uttar Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.01
Baba Global Limited.,FY 2015-16,Non-PSU,Bihar,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.16
Bses Rajdhani Power Limited,FY 2015-16,Non-PSU,Delhi,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.37
Moody International (India) Private Limited,FY 2015-16,Non-PSU,PAN India,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.12
The Associated Chambers Of Commerce And Industry Of India,FY 2015-16,Non-PSU,Delhi,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.02
Ramdev Sugars Private Limited,FY 2015-16,Non-PSU,Madhya Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.03
Himachal Pradesh Cricket Association,FY 2015-16,Non-PSU,Himachal Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.17
Ihdp Globals Private Limited,FY 2015-16,Non-PSU,Uttar Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.34
Cesc Ltd,FY 2015-16,Non-PSU,West Bengal,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.45
Maheshwari Mining Private Limited,FY 2015-16,Non-PSU,West Bengal,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.01
Magma Itl Finance Limited,FY 2015-16,Non-PSU,Punjab,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.45
The Peerless General Finance & Investment Co Ltd,FY 2015-16,Non-PSU,West Bengal,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.12
The Peerless General Finance & Investment Co Ltd,FY 2015-16,Non-PSU,West Bengal,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.03
West Bengal Infrastructure Development Finance Corpn Ltd (Wbgovt Company),FY 2015-16,PSU,West Bengal,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.12
Acclaris Business Solutions Private Limited,FY 2015-16,Non-PSU,West Bengal,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.03
Acclaris Business Solutions Private Limited,FY 2015-16,Non-PSU,West Bengal,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.04
Sks Microfinance Limited,FY 2015-16,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.06
Jsw Energy Limited,FY 2015-16,Non-PSU,Himachal Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2
Jsw Energy Limited,FY 2015-16,Non-PSU,PAN India,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
Jsw Energy Limited,FY 2015-16,Non-PSU,PAN India,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
Jsw Energy Limited,FY 2015-16,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.02
Jsw Energy Limited,FY 2015-16,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.14
Oil Field Instrumentation (India) Private Limited,FY 2015-16,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
The Associated Auto Parts Private Limited,FY 2015-16,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.02
Standard Chartered Investments And Loans (India) Limited,FY 2015-16,Non-PSU,PAN India,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.12
Dsp Merrill Lynch Capital Limited,FY 2015-16,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",1.6
Dsp Merrill Lynch Capital Limited,FY 2015-16,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",1.0
India Infoline Housing Finance Limited,FY 2015-16,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.3
Maithon Power Limited,FY 2015-16,Non-PSU,Jharkhand,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.04
Mecgale Pneumatics Private Limited,FY 2015-16,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.07
Gmr Energy Limited,FY 2015-16,Non-PSU,Andhra Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.08
Tweezerman India Private Limited,FY 2015-16,Non-PSU,Puducherry,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
Forbes Marshall Arca Private Limited,FY 2015-16,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.01
Nekkanti Sea Foods Ltd.,FY 2015-16,Non-PSU,Andhra Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.01
Caplin Point Laboratories Limited,FY 2015-16,Non-PSU,PAN India,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.03
Nature Bio-Foods Limited,FY 2015-16,Non-PSU,PAN India,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
I G Petrochemicals Limited,FY 2015-16,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.01
Calderys India Refractories Limited,FY 2015-16,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.19
Basf India Limited,FY 2015-16,Non-PSU,Karnataka,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.02
Zee Entertainment Enterprises Limited,FY 2015-16,Non-PSU,Haryana,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.26
Koch Chemical Technology Group India Private Limited,FY 2015-16,Non-PSU,Gujarat,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.08
Penguin Apparels Private Limited,FY 2015-16,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.04
Sopra India Private Limited,FY 2015-16,Non-PSU,Uttar Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.21
SEA-LINKERS PRIVATE LIMITED,FY 2015-16,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.03
SEA-LINKERS PRIVATE LIMITED,FY 2015-16,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.03
Margadarsi Chit Fund Private Limited,FY 2015-16,Non-PSU,Telangana,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.7
K.P.R. Sugar Mill Limited,FY 2015-16,Non-PSU,Karnataka,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.07
Mastana Foods Private Limited,FY 2015-16,Non-PSU,Haryana,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.15
Chhattisgarh State Beverages Corporation Limited,FY 2015-16,PSU,Chhattisgarh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
Chhattisgarh State Beverages Corporation Limited,FY 2015-16,PSU,Chhattisgarh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.18
Hindustan Epc Company Limited,FY 2015-16,Non-PSU,Madhya Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.02
Excel Crop Care Ltd,FY 2015-16,Non-PSU,Gujarat,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.19
Fena Private Limited,FY 2015-16,Non-PSU,Delhi,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.15
LAUREN CONSTRUCTORS PRIVATE LIMITED,FY 2015-16,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
Shri Govindaraja Textiles Private Limited,FY 2015-16,Non-PSU,Andhra Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
Shriji Polymers (India) Limited,FY 2015-16,Non-PSU,Madhya Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.74
Sintex Industries Limited,FY 2015-16,Non-PSU,Gujarat,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",1.02
AMBER ENTERPRISES INDIA PRIVATE LIMITED,FY 2015-16,Non-PSU,Haryana,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0450878
B K B TRANSPORT PRIVATE LIMITED,FY 2015-16,Non-PSU,Jharkhand,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.096582
Sicgil Industrial Gases Limited,FY 2015-16,Non-PSU,Karnataka,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.01
Eicher Motors Limited,FY 2015-16,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
Ion Exchange (India) Limited,FY 2015-16,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.01
S.L.N. Coffee Private Limited,FY 2015-16,Non-PSU,Karnataka,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.16
Corning Technologies India Private Limited,FY 2015-16,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.01
Oerlikon Balzers Coating India Private Limited,FY 2015-16,Non-PSU,Karnataka,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.04
Oerlikon Balzers Coating India Private Limited,FY 2015-16,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.08
K S B PUMPS LIMITED,FY 2015-16,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.06
Honda Motorcycle And Scooter India Pvt Ltd,FY 2015-16,Non-PSU,Haryana,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.02
Microsoft India (R&D) Private Limited,FY 2015-16,Non-PSU,Andhra Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.75
Texas Instruments (India) Private Limited,FY 2015-16,Non-PSU,Karnataka,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.16
KIDS CLINIC INDIA PRIVATE LIMITED,FY 2015-16,Non-PSU,Rajasthan,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.36
OTC EXCHANGE OF INDIA,FY 2015-16,Non-PSU,Rajasthan,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.36
Mafatlal Industries Limited,FY 2015-16,Non-PSU,Gujarat,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.03
Mistral Solutions Private Limited,FY 2015-16,Non-PSU,Karnataka,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.08
Nestle India Limited,FY 2015-16,Non-PSU,PAN India,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",1.78
Maruti Insurance Broking Private Limited,FY 2015-16,Non-PSU,Haryana,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",1.99
Standard Chartered Private Equity Advisory (India) Private Limited,FY 2015-16,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.02
YARDI SOFTWARE INDIA PRIVATE LIMITED,FY 2015-16,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1495516
Ptc India Limited,FY 2015-16,Non-PSU,Delhi,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.29
North Eastern Electric Power Corpn Ltd,FY 2015-16,PSU,PAN India,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.51
Zuari Agro Chemicals Limited,FY 2015-16,Non-PSU,Goa,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2
Swati Menthol And Allied Chemicals Limited,FY 2015-16,Non-PSU,Uttar Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
Blue Blends (India) Limited,FY 2015-16,Non-PSU,PAN India,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
Romell Properties Private Limited,FY 2015-16,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
Bharti Airtel Limited,FY 2015-16,Non-PSU,Punjab,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",10.26
Bharti Infratel Limited,FY 2015-16,Non-PSU,Punjab,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",10.0
Mstc Limited,FY 2015-16,PSU,West Bengal,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.05
Basf India Limited,FY 2015-16,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.08
Atc Tires Private Limited,FY 2015-16,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.05
Snam Alloys Private Limited,FY 2015-16,Non-PSU,Arunachal Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
Northern Operating Services Private Limited,FY 2015-16,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.07
Anz Operations And Technology Private Limited Cn,FY 2015-16,Non-PSU,Karnataka,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.11
Anz Operations And Technology Private Limited Cn,FY 2015-16,Non-PSU,Karnataka,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.06
Anz Support Services India Private Limited,FY 2015-16,Non-PSU,Karnataka,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.06
Jai Raj Ispat Ltd,FY 2015-16,Non-PSU,Telangana,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.03
Pfizer Limited,FY 2015-16,Non-PSU,Haryana,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",1.03
Zuari Agro Chemicals Limited,FY 2015-16,Non-PSU,Goa,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.05
Encardio Rite Electronics Private Limited,FY 2015-16,Non-PSU,Uttar Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.02
Indian Renewable Energy Development Agency Limited,FY 2015-16,PSU,Uttar Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.3
Rites Limited,FY 2015-16,PSU,Uttar Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.28
Rites Limited,FY 2015-16,PSU,Uttar Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1
Kaybee Industrial Alloys (P) Ltd.,FY 2015-16,Non-PSU,West Bengal,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
Centaur Pharmaceuticals Private Limited,FY 2015-16,Non-PSU,Karnataka,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.01
SEALED AIR (INDIA) PRIVATE LIMITED,FY 2015-16,Non-PSU,PAN India,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2
Roop Automotives Limited,FY 2015-16,Non-PSU,PAN India,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.08
Unique Estates Development Company Limited,FY 2015-16,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1
Megawin Switchgear Private Limited,FY 2015-16,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
Pha India Private Limited,FY 2015-16,Non-PSU,Tamil Nadu,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
Real Ispat And Power Limited,FY 2015-16,Non-PSU,Chhattisgarh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.03
York Print Private Limited,FY 2015-16,Non-PSU,Assam,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
Bhima And Brother Bullion Private Limited,FY 2015-16,Non-PSU,Kerala,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
Excel Crop Care Ltd,FY 2015-16,Non-PSU,Gujarat,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.11
Housing And Urban Development Corporation Limited,FY 2015-16,PSU,PAN India,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.77
Kanti Bijlee Utpadan Nigam Limited,FY 2015-16,PSU,Bihar,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.01
Srbh Engineering & Equipment Private Limited,FY 2015-16,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.08
Sony Music Entertainment India Private Limited,FY 2015-16,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1
Essar Bulk Terminal Limited,FY 2015-16,Non-PSU,Gujarat,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.5
Hes Infra Private Limited,FY 2015-16,Non-PSU,Andhra Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.02
Sapl Industries Private Limited,FY 2015-16,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.01
Boeing International Corporation India Private Limited,FY 2015-16,Non-PSU,Haryana,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.81
Fosma Maritime Institute And Research Organisation,FY 2015-16,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.02
Fosma Maritime Institute And Research Organisation,FY 2015-16,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.02
Fosma Maritime Institute And Research Organisation,FY 2015-16,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.02
Fosma Maritime Institute And Research Organisation,FY 2015-16,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.02
Konkan Railway Corporation Limited,FY 2015-16,PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0
Tilaknagar Industries Limited,FY 2015-16,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.04
Iifl Facilities Services Limited,FY 2015-16,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.3
Syngenta India Limited,FY 2015-16,Non-PSU,Karnataka,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",1.11
Mazagon Dock Shipbuilders Limited,FY 2015-16,PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.21
Idfc Bank Limited,FY 2015-16,Non-PSU,PAN India,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.21
